post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47644808,The machines are fine. I'm worried about us,worldnews,22,2,Plasmoid,2026-04-05 16:06:31,0.08695652173913043,False
47644726,"Power-washing, pool-cleaning and mowing – playing games about mundane jobs",sports,12,1,andsoitis,2026-04-05 16:06:32,0.07692307692307693,False
47644667,Nvim-treesitter (13K+ Stars) is Archived,entertainment,128,47,RohanAdwankar,2026-04-05 16:06:34,0.3643410852713178,False
47645235,Brain scans reveal how to enters a psychedelic-like trance without drugs,technology,52,13,ingenika,2026-04-05 16:06:38,0.24528301886792453,False
47636435,Emotion concepts and their function in a large language model,worldnews,174,169,dnw,2026-04-05 16:06:39,0.9657142857142857,False
47639524,"Author of ""Careless People"" banned from saying anything negative about Meta",worldnews,796,515,macleginn,2026-04-05 16:06:43,0.6461731493099122,True
47639727,"When legal sports betting surges, so do Americans' financial problems",sports,198,131,pseudolus,2026-04-05 16:06:44,0.6582914572864321,True
47633855,Claude Code Found a Linux Vulnerability Hidden for 23 Years,technology,396,246,eichin,2026-04-05 16:06:46,0.6196473551637279,True
47610590,The East India Company in Japan,worldnews,10,2,Thevet,2026-04-05 16:06:50,0.18181818181818182,False
47645817,How Pope Leo is pushing back on divine justification of war,worldnews,31,17,1659447091,2026-04-05 16:06:53,0.53125,False
47616361,Google releases Gemma 4 open models,technology,1775,462,jeffmcjunkin,2026-04-05 16:06:57,0.26013513513513514,True
47641464,Scientists observe an immune signaling complex forming inside cells,science,109,7,ohjeez,2026-04-05 16:07:00,0.06363636363636363,False
47641615,Sopwith – 1984 Game (2000),sports,93,41,elvis70,2026-04-05 16:07:02,0.43617021276595747,False
47645468,Writing Lisp is AI resistant and I'm sad,technology,66,69,djha-skin,2026-04-05 16:07:04,1.0298507462686568,False
47604698,Functional programming accelerates agentic feature development,technology,46,21,cyrusradfar,2026-04-05 16:07:06,0.44680851063829785,False
47640775,Why the most valuable things you know are things you cannot say,worldnews,149,50,nr378,2026-04-05 16:07:14,0.3333333333333333,False
47644934,"Delve claiming that whistleblower was part of a ""targeted cyberattack""",technology,5,1,rrvsh,2026-04-05 16:07:16,0.16666666666666666,False
47625952,Show HN: I built a frontpage for personal blogs,entertainment,757,190,ramkarthikk,2026-04-05 16:07:24,0.25065963060686014,True
47597366,The most-disliked people in the publishing industry,worldnews,92,64,Caiero,2026-04-05 16:07:27,0.6881720430107527,False
47601194,"The Cathedral, the Bazaar, and the Winchester Mystery House",worldnews,181,63,dbreunig,2026-04-05 16:07:33,0.34615384615384615,True
47633116,The house is a work of art: Frank Lloyd Wright,worldnews,111,63,midnightfish,2026-04-05 16:07:35,0.5625,False
47633157,Fake Fans,sports,152,60,performative,2026-04-05 16:07:39,0.39215686274509803,False
47643656,The Oxygen Apocalpyse: how bacteria used a spin diode to wipe out ancient life,worldnews,21,4,KR_compchem,2026-04-05 16:07:42,0.18181818181818182,False
47639976,German men 18-45 need military permit for extended stays abroad,entertainment,372,654,L_226,2026-04-05 16:07:47,1.7533512064343164,True
47642275,"Netflix must refund customers for years of price hikes, Italian court rules",worldnews,58,5,xbmcuser,2026-04-05 16:07:49,0.0847457627118644,False
47624804,Category Theory Illustrated – Types,worldnews,108,19,boris_m,2026-04-05 16:07:56,0.1743119266055046,False
47633947,The FAA’s flight restriction for drones is an attempt to criminalize filming ICE,worldnews,533,180,detaro,2026-04-05 16:08:02,0.33707865168539325,True
47601992,The smallest ELF executable (2021),worldnews,37,2,michelangelo,2026-04-05 16:08:04,0.05263157894736842,False
47640431,What life looks like on the most remote inhabited island,worldnews,89,23,brightbeige,2026-04-05 16:08:07,0.25555555555555554,False
47645180,The secrets of black holes and the Higgs mass could be hidden in a 7D geometry,worldnews,16,0,teleforce,2026-04-05 16:08:10,0.0,False
47603657,Artemis II Launch Day Updates,entertainment,1093,951,apitman,2026-04-05 16:08:14,0.8692870201096892,True
47633676,"Extra usage credit for Pro, Max, and Team plans",sports,64,60,angst,2026-04-05 16:08:18,0.9230769230769231,False
47629485,A case study in testing with 100+ Claude agents in parallel,science,51,46,thejash,2026-04-05 16:08:21,0.8846153846153846,False
47641277,A new gene therapy is giving people born deaf the chance to hear,worldnews,49,5,bilsbie,2026-04-05 16:08:23,0.1,False
47637010,The Last Quiet Thing,worldnews,18,1,coinfused,2026-04-05 16:08:27,0.05263157894736842,False
47626462,Big-Endian Testing with QEMU,science,113,127,jandeboevrie,2026-04-05 16:08:49,1.1140350877192982,False
47638532,"Show HN: Ownscribe – local meeting transcription, summarization and search",entertainment,11,0,paberr,2026-04-05 16:09:04,0.0,False
47645240,SpaceX Pushes Back Crucial Starship Test Launch,science,11,5,bookmtn,2026-04-05 16:09:18,0.4166666666666667,False
47630109,Firm boosts H.264 streaming license fees from $100k up to staggering $4.5M,entertainment,187,71,MaximilianEmel,2026-04-05 16:09:30,0.3776595744680851,True
47640770,Show HN: DocMason – Agent Knowledge Base for local complex office files,entertainment,7,0,Jet_Xu,2026-04-05 16:09:31,0.0,False
47609356,Artemis II's toilet is a moon mission milestone,entertainment,325,170,1659447091,2026-04-05 16:09:44,0.5214723926380368,True
47632692,Show HN: Mtproto.zig – High-performance Telegram proxy with DPI evasion,entertainment,21,14,slp3r,2026-04-05 16:10:18,0.6363636363636364,False
47606560,"Show HN: Dull – Instagram Without Reels, YouTube Without Shorts (iOS)",entertainment,152,117,kasparnoor,2026-04-05 16:10:25,0.7647058823529411,False
47631030,Show HN: Ismcpdead.com – Live dashboard tracking MCP adoption and sentiment,entertainment,35,23,sagirodin,2026-04-05 16:10:34,0.6388888888888888,False
47641164,Polymarket apologizes for allowing wagers on fate of U.S. pilots downed in Iran,sports,29,23,ceejayoz,2026-04-05 16:10:37,0.7666666666666667,False
47621438,Show HN: Made a little Artemis II tracker,entertainment,149,56,codingmoh,2026-04-05 16:10:39,0.37333333333333335,False
47615449,Artemis II will use laser beams to live-stream 4K moon footage at 260 Mbps,entertainment,373,152,speckx,2026-04-05 16:10:43,0.40641711229946526,True
47604155,SpaceX files to go public,science,397,572,nutjob2,2026-04-05 16:11:03,1.4371859296482412,True
47592068,Why Inventing Color TV Was So Difficult [video],entertainment,42,12,DamnInteresting,2026-04-05 16:11:08,0.27906976744186046,False
47612277,Almighty Lisp: Lisp and Emacs Essentials Book,entertainment,75,4,nemoniac,2026-04-05 16:11:48,0.05263157894736842,False
47631648,Automatic Textbook Formalization,entertainment,43,17,tzury,2026-04-05 16:11:50,0.38636363636363635,False
47589856,Show HN: Postgres extension for BM25 relevance-ranked full-text search,entertainment,202,56,tjgreen,2026-04-05 16:12:03,0.27586206896551724,True
47612321,Show HN: I built a DNS resolver from scratch in Rust – no DNS libraries,entertainment,113,65,rdme,2026-04-05 16:12:10,0.5701754385964912,False
47615844,Show HN: A P2P messenger with dual network modes (Fast and Tor),entertainment,39,22,Realman78,2026-04-05 16:12:29,0.55,False
47588349,GitHub Monaspace Case Study,science,146,50,homebrewer,2026-04-05 16:13:42,0.3401360544217687,False
47624270,Q148637: Windows 95/98 Overwrites Boot-Sector Field on Floppy Disks (2001),sports,10,3,TMWNN,2026-04-05 16:13:59,0.2727272727272727,False
47607394,SolveSpace (open source 2D/3D CAD) working on Windows 2000 (2025),sports,40,6,ruevs,2026-04-05 16:14:10,0.14634146341463414,False
47613272,Tracing Goroutines in Realtime with eBPF,sports,17,0,darccio,2026-04-05 16:14:38,0.0,False
47636233,"Uber engineer alleges hostile 'boys club' culture, firing after cancer leave",sports,21,1,nickvec,2026-04-05 16:15:05,0.045454545454545456,False
47607468,Tracing goroutines in realtime with eBPF,sports,23,3,sazak,2026-04-05 16:15:14,0.125,False
47629385,Artemis II Looking Back at Earth,science,24,3,DarmokJalad1701,2026-04-05 16:16:01,0.12,False
47617852,Show HN: Adentris (YC P25) – Find mistakes in your medical records,science,15,3,digitaltzar,2026-04-05 16:16:30,0.1875,False
47624879,Switzerland hosts 'CERN of semiconductor research',science,34,6,teleforce,2026-04-05 16:16:42,0.17142857142857143,False
47642779,Big Banks Seeking a Piece of SpaceX's IPO Must Subscribe to Elon Musk's Grok,science,11,0,codydh,2026-04-05 16:18:45,0.0,False
47609883,"Salomi, a research repo on extreme low-bit transformer quantization",science,12,4,Edward9055,2026-04-05 16:18:51,0.3076923076923077,False
47621557,Show HN: SkiFlee (an HTML5 game),sports,8,9,BSTRhino,2026-04-05 16:19:03,1.0,False
47621304,Brazil Joins Elite Club of Advanced Fighter Producers: First Home-Built Gripen E,sports,7,0,teleforce,2026-04-05 16:19:15,0.0,False
47609725,Show HN: NASA Artemis II Mission Timeline Tracker,science,93,17,AustinDev,2026-04-05 16:19:38,0.18085106382978725,False
47620867,Proton Workspace: An encrypted suite for team collaboration,sports,26,4,teekert,2026-04-05 16:20:41,0.14814814814814814,False
